JCov,enums.CropState,getData()B
JCov,enums.CropState,values()[Lenums/CropState;
JCov,enums.CropState,<init>(Ljava/lang/String;II)V
JCov,enums.CropState,getByData(B)Lenums/CropState;
JCov,enums.CropState,<clinit>()V
JCov,org.apache.commons.collections4.set.UnmodifiableSet,<init>(Ljava/util/Set;)V
JCov,org.apache.commons.collections4.set.UnmodifiableSet,unmodifiableSet(Ljava/util/Set;)Ljava/util/Set;
JCov,org.apache.commons.collections4.Factory,create()Ljava/lang/Object;
JCov,org.apache.commons.collections4.bag.AbstractMapBag,<init>(Ljava/util/Map;)V
JCov,org.apache.commons.collections4.bag.AbstractMapBag,add(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.bag.AbstractMapBag,add(Ljava/lang/Object;I)Z
JCov,org.apache.commons.collections4.bag.AbstractMapBag,uniqueSet()Ljava/util/Set;
JCov,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,createBidiMap(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/collections4/BidiMap;)Lorg/apache/commons/collections4/BidiMap;
JCov,calc.CalculatorInt,sub()I
JCov,calc.CalculatorInt,mul()I
JCov,calc.CalculatorInt,sum()I
JCov,org.apache.commons.collections4.MultiSet,removeAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.MultiSet,retainAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.MultiSet,hashCode()I
JCov,org.apache.commons.collections4.MultiSet,add(Ljava/lang/Object;I)I
JCov,org.apache.commons.collections4.MultiSet,uniqueSet()Ljava/util/Set;
JCov,org.apache.commons.collections4.MultiSet,setCount(Ljava/lang/Object;I)I
JCov,org.apache.commons.collections4.MultiSet,iterator()Ljava/util/Iterator;
JCov,org.apache.commons.collections4.MultiSet,containsAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.MultiSet,getCount(Ljava/lang/Object;)I
JCov,org.apache.commons.collections4.MultiSet,add(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.MultiSet,equals(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.MultiSet,remove(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.MultiSet,size()I
JCov,org.apache.commons.collections4.MultiSet,remove(Ljava/lang/Object;I)I
JCov,org.apache.commons.collections4.MultiSet,entrySet()Ljava/util/Set;
JCov,common.Order$Type,<clinit>()V
JCov,common.Order$Type,<init>(Ljava/lang/String;I)V
JCov,org.apache.commons.collections4.set.CompositeSet$SetMutator,add(Lorg/apache/commons/collections4/set/CompositeSet;Ljava/util/List;Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.set.CompositeSet$SetMutator,resolveCollision(Lorg/apache/commons/collections4/set/CompositeSet;Ljava/util/Set;Ljava/util/Set;Ljava/util/Collection;)V
JCov,org.apache.commons.collections4.set.CompositeSet$SetMutator,addAll(Lorg/apache/commons/collections4/set/CompositeSet;Ljava/util/List;Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.Get,remove(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.Get,get(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.Get,keySet()Ljava/util/Set;
JCov,org.apache.commons.collections4.Get,containsKey(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.Get,isEmpty()Z
JCov,org.apache.commons.collections4.Get,size()I
JCov,org.apache.commons.collections4.Get,values()Ljava/util/Collection;
JCov,org.apache.commons.collections4.Get,containsValue(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.Get,entrySet()Ljava/util/Set;
JCov,org.apache.commons.collections4.KeyValue,getKey()Ljava/lang/Object;
JCov,org.apache.commons.collections4.KeyValue,getValue()Ljava/lang/Object;
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,isFromInclusive()Z
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,getToKey()Ljava/lang/Object;
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,createEntrySet()Ljava/util/Set;
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,getFromKey()Ljava/lang/Object;
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,createRangeMap(Ljava/lang/Object;ZLjava/lang/Object;Z)Ljava/util/SortedMap;
JCov,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,isToInclusive()Z
JCov,defaultmethods.MyTradingApi,getOpenOrders(I)Ljava/util/List;
JCov,defaultmethods.MyTradingApi,<init>()V
JCov,annotations.JsonSerializationException,<init>(Ljava/lang/String;)V
JCov,lambda.OrderMatcher,executeQuery(Lcommon/Order;)Z
JCov,org.apache.commons.collections4.Closure,execute(Ljava/lang/Object;)V
JCov,annotations.JsonElement,key()Ljava/lang/String;
JCov,org.apache.commons.collections4.collection.AbstractCollectionDecorator,decorated()Ljava/util/Collection;
JCov,org.apache.commons.collections4.collection.AbstractCollectionDecorator,toString()Ljava/lang/String;
JCov,org.apache.commons.collections4.collection.AbstractCollectionDecorator,<init>(Ljava/util/Collection;)V
JCov,org.apache.commons.collections4.Bag,getCount(Ljava/lang/Object;)I
JCov,org.apache.commons.collections4.Bag,removeAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.Bag,retainAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.Bag,add(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.Bag,add(Ljava/lang/Object;I)Z
JCov,org.apache.commons.collections4.Bag,uniqueSet()Ljava/util/Set;
JCov,org.apache.commons.collections4.Bag,remove(Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.Bag,size()I
JCov,org.apache.commons.collections4.Bag,remove(Ljava/lang/Object;I)Z
JCov,org.apache.commons.collections4.Bag,containsAll(Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.Bag,iterator()Ljava/util/Iterator;
JCov,interfaces.Motorbike,<init>(Ljava/lang/String;)V
JCov,interfaces.Motorbike,speedUp()Ljava/lang/String;
JCov,interfaces.Motorbike,getBrand()Ljava/lang/String;
JCov,interfaces.Motorbike,slowDown()Ljava/lang/String;
JCov,org.apache.commons.collections4.BoundedMap,isFull()Z
JCov,org.apache.commons.collections4.BoundedMap,maxSize()I
JCov,lambda.OrderMatcherWithFees,executeQuery(Lcommon/Order;Ljava/math/BigDecimal;)Z
JCov,org.apache.commons.collections4.IterableGet,mapIterator()Lorg/apache/commons/collections4/MapIterator;
JCov,defaultmethods.TradingApi,getImplName()Ljava/lang/String;
JCov,defaultmethods.TradingApi,addOrder(Lcommon/Order;)Z
JCov,defaultmethods.TradingApi,getOpenOrders(I)Ljava/util/List;
JCov,defaultmethods.TradingApi,cancelOrder(Ljava/util/UUID;)Z
JCov,defaultmethods.TradingApi,getCurrentExchangeTime()Ljava/util/Date;
JCov,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator,remove(Lorg/apache/commons/collections4/collection/CompositeCollection;Ljava/util/List;Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator,addAll(Lorg/apache/commons/collections4/collection/CompositeCollection;Ljava/util/List;Ljava/util/Collection;)Z
JCov,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator,add(Lorg/apache/commons/collections4/collection/CompositeCollection;Ljava/util/List;Ljava/lang/Object;)Z
JCov,org.apache.commons.collections4.SortedBag,last()Ljava/lang/Object;
JCov,org.apache.commons.collections4.SortedBag,first()Ljava/lang/Object;
JCov,org.apache.commons.collections4.SortedBag,comparator()Ljava/util/Comparator;
JCov,bag.BagClass,main()V
JCov,bag.BagClass,<init>()V
JCov,org.apache.commons.collections4.OrderedIterator,previous()Ljava/lang/Object;
JCov,org.apache.commons.collections4.OrderedIterator,hasPrevious()Z
JCov,calc.other.CalculatorNew,<init>(II)V
JCov,calc.other.CalculatorNew,sum()I
JCov,org.apache.commons.collections4.sequence.CommandVisitor,visitDeleteCommand(Ljava/lang/Object;)V
JCov,org.apache.commons.collections4.sequence.CommandVisitor,visitKeepCommand(Ljava/lang/Object;)V
JCov,org.apache.commons.collections4.sequence.CommandVisitor,visitInsertCommand(Ljava/lang/Object;)V
JCov,org.apache.commons.collections4.trie.KeyAnalyzer,isBitSet(Ljava/lang/Object;II)Z
JCov,org.apache.commons.collections4.trie.KeyAnalyzer,bitIndex(Ljava/lang/Object;IILjava/lang/Object;II)I
JCov,org.apache.commons.collections4.trie.KeyAnalyzer,isPrefix(Ljava/lang/Object;IILjava/lang/Object;)Z
JCov,org.apache.commons.collections4.trie.KeyAnalyzer,lengthInBits(Ljava/lang/Object;)I
JCov,org.apache.commons.collections4.trie.KeyAnalyzer,bitsPerElement()I
JCov,org.apache.commons.collections4.SetUtils$SetView,createIterator()Ljava/util/Iterator;
JCov,interfaces.Car,<init>(Ljava/lang/String;)V
JCov,interfaces.Car,speedUp()Ljava/lang/String;
JCov,interfaces.Car,getBrand()Ljava/lang/String;
JCov,interfaces.Car,slowDown()Ljava/lang/String;
JCov,org.apache.commons.collections4.multimap.AbstractListValuedMap,createCollection()Ljava/util/List;
JCov,reflection.BaseInterface,method1()V
JCov,reflection.BaseInterface,method2(Ljava/lang/String;)I
JCov,org.apache.commons.collections4.Transformer,transform(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,checkSetValue(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.BidiMap,inverseBidiMap()Lorg/apache/commons/collections4/BidiMap;
JCov,org.apache.commons.collections4.BidiMap,removeValue(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.BidiMap,put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.BidiMap,getKey(Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.BidiMap,values()Ljava/util/Set;
JCov,annotations.ObjectToJsonConverter,checkIfSerializable(Ljava/lang/Object;)V
JCov,annotations.ObjectToJsonConverter,getKey(Ljava/lang/reflect/Field;)Ljava/lang/String;
JCov,annotations.ObjectToJsonConverter,getJsonString(Ljava/lang/Object;)Ljava/lang/String;
JCov,annotations.ObjectToJsonConverter,<init>()V
JCov,annotations.ObjectToJsonConverter,initializeObject(Ljava/lang/Object;)V
JCov,annotations.ObjectToJsonConverter,convertToJson(Ljava/lang/Object;)Ljava/lang/String;
JCov,annotations.ObjectToJsonConverter,lambda$getJsonString$0(Ljava/util/Map$Entry;)Ljava/lang/String;
JCov,common.Order,getType()Lcommon/Order$Type;
JCov,common.Order,provideAuditDetails()Ljava/lang/String;
JCov,common.Order,<init>(Lcommon/Order$Market;Lcommon/Order$Type;Ljava/math/BigDecimal;Ljava/math/BigDecimal;Ljava/math/BigDecimal;)V
JCov,common.Order,getPrice()Ljava/math/BigDecimal;
JCov,common.Order,getFee()Ljava/math/BigDecimal;
JCov,org.apache.commons.collections4.OrderedBidiMap,inverseBidiMap()Lorg/apache/commons/collections4/OrderedBidiMap;
JCov,org.apache.commons.collections4.functors.PredicateDecorator,getPredicates()[Lorg/apache/commons/collections4/Predicate;
JCov,annotations.Person,initNames()V
JCov,annotations.Person,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V
JCov,calc.Calculator,<init>(II)V
JCov,calc.Calculator,other()I
JCov,calc.Calculator,sum()I
JCov,org.apache.commons.collections4.iterators.LazyIteratorChain,nextIterator(I)Ljava/util/Iterator;
JCov,org.apache.commons.collections4.ResettableIterator,reset()V
JCov,common.Order$Market,<clinit>()V
JCov,common.Order$Market,<init>(Ljava/lang/String;I)V
JCov,org.apache.commons.collections4.bag.AbstractMapBag$MutableInteger,<init>(I)V
JCov,org.apache.commons.collections4.map.CompositeMap$MapMutator,put(Lorg/apache/commons/collections4/map/CompositeMap;[Ljava/util/Map;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
JCov,org.apache.commons.collections4.map.CompositeMap$MapMutator,resolveCollision(Lorg/apache/commons/collections4/map/CompositeMap;Ljava/util/Map;Ljava/util/Map;Ljava/util/Collection;)V
JCov,org.apache.commons.collections4.map.CompositeMap$MapMutator,putAll(Lorg/apache/commons/collections4/map/CompositeMap;[Ljava/util/Map;Ljava/util/Map;)V
JCov,org.apache.commons.collections4.Trie,prefixMap(Ljava/lang/Object;)Ljava/util/SortedMap;
JCov,org.apache.commons.collections4.ListValuedMap,remove(Ljava/lang/Object;)Ljava/util/List;
JCov,org.apache.commons.collections4.ListValuedMap,get(Ljava/lang/Object;)Ljava/util/List;
JCov,org.apache.commons.collections4.functors.CatchAndRethrowClosure,executeAndThrow(Ljava/lang/Object;)V
JCov,org.apache.commons.collections4.MultiSet$Entry,hashCode()I
